,gait,task,direction,id,length
116,trot,straight,forward,Quadruped_116,1345
117,trot,straight,forward,Quadruped_117,1201
118,trot,straight,forward,Quadruped_118,1345
119,trot,straight,forward,Quadruped_119,1201
120,trot,straight,forward,Quadruped_120,1345
121,trot,straight,forward,Quadruped_121,1201
122,trot,straight,forward,Quadruped_122,1345
123,trot,straight,forward,Quadruped_123,1366
124,trot,straight,forward,Quadruped_124,1345
125,trot,straight,forward,Quadruped_125,1345
126,trot,straight,forward,Quadruped_126,1345
127,trot,straight,forward,Quadruped_127,1201
128,trot,straight,forward,Quadruped_128,1345
129,trot,straight,forward,Quadruped_129,1201
130,trot,straight,forward,Quadruped_130,1345
131,trot,straight,forward,Quadruped_131,1345
132,trot,straight,forward,Quadruped_132,1345
133,trot,straight,forward,Quadruped_133,1062
134,trot,straight,forward,Quadruped_134,1345
135,trot,straight,forward,Quadruped_135,1345
136,trot,straight,forward,Quadruped_136,1345
137,trot,straight,forward,Quadruped_137,1201
138,trot,straight,forward,Quadruped_138,1345
139,trot,straight,forward,Quadruped_139,1345
140,trot,straight,forward,Quadruped_140,1345
141,trot,straight,forward,Quadruped_141,1201
142,trot,straight,forward,Quadruped_142,1345
143,trot,straight,forward,Quadruped_143,1201
144,trot,straight,forward,Quadruped_144,1345
145,trot,straight,forward,Quadruped_145,1201
146,trot,straight,forward,Quadruped_146,1345
147,trot,straight,forward,Quadruped_147,1345
148,trot,straight,forward,Quadruped_148,1345
149,trot,straight,forward,Quadruped_149,1345
150,trot,straight,forward,Quadruped_150,1345
151,trot,straight,forward,Quadruped_151,1201
152,trot,straight,forward,Quadruped_152,1345
153,trot,straight,forward,Quadruped_153,1345
154,trot,straight,forward,Quadruped_154,1345
155,trot,straight,forward,Quadruped_155,1061
156,trot,straight,forward,Quadruped_156,1345
157,trot,straight,forward,Quadruped_157,1345
158,trot,straight,forward,Quadruped_158,1345
159,trot,straight,forward,Quadruped_159,1201
160,trot,straight,forward,Quadruped_160,1345
161,trot,straight,forward,Quadruped_161,1201
162,trot,straight,forward,Quadruped_162,1345
163,trot,straight,forward,Quadruped_163,1201
164,trot,straight,forward,Quadruped_164,1345
165,trot,straight,forward,Quadruped_165,1345
166,trot,straight,forward,Quadruped_166,1345
167,trot,straight,forward,Quadruped_167,1201
168,trot,straight,forward,Quadruped_168,1345
169,trot,straight,forward,Quadruped_169,1201
170,trot,straight,forward,Quadruped_170,1345
171,trot,straight,forward,Quadruped_171,1201
172,trot,straight,forward,Quadruped_172,1345
173,trot,straight,forward,Quadruped_173,1201
174,trot,straight,forward,Quadruped_174,1345
175,trot,straight,forward,Quadruped_175,1201
176,trot,straight,forward,Quadruped_176,1345
177,trot,straight,forward,Quadruped_177,1201
178,trot,straight,forward,Quadruped_178,1345
179,trot,straight,forward,Quadruped_179,1201
180,trot,straight,forward,Quadruped_180,1345
181,trot,straight,forward,Quadruped_181,1345
182,trot,straight,forward,Quadruped_182,1345
183,trot,straight,forward,Quadruped_183,1201
184,trot,straight,forward,Quadruped_184,1345
185,trot,straight,forward,Quadruped_185,1346
186,trot,straight,forward,Quadruped_186,1345
187,trot,straight,forward,Quadruped_187,1345
188,trot,straight,forward,Quadruped_188,1345
189,trot,straight,forward,Quadruped_189,1201
190,trot,straight,forward,Quadruped_190,1345
191,trot,straight,forward,Quadruped_191,1201
192,trot,straight,forward,Quadruped_192,1345
193,trot,straight,forward,Quadruped_193,1366
194,trot,straight,forward,Quadruped_194,1345
195,trot,straight,forward,Quadruped_195,1201
196,trot,straight,forward,Quadruped_196,1345
197,trot,straight,forward,Quadruped_197,1345
198,trot,straight,forward,Quadruped_198,1345
199,trot,straight,forward,Quadruped_199,1345
200,trot,straight,forward,Quadruped_200,1345
201,trot,straight,forward,Quadruped_201,1346
202,trot,straight,forward,Quadruped_202,1345
203,trot,straight,forward,Quadruped_203,1201
204,trot,straight,forward,Quadruped_204,1345
205,trot,straight,forward,Quadruped_205,1201
206,trot,straight,forward,Quadruped_206,1345
207,trot,straight,forward,Quadruped_207,1201
208,trot,straight,forward,Quadruped_208,1345
209,trot,straight,forward,Quadruped_209,1201
210,trot,straight,forward,Quadruped_210,1345
211,trot,straight,forward,Quadruped_211,1201
212,trot,straight,forward,Quadruped_212,1345
213,trot,straight,forward,Quadruped_213,1345
214,trot,straight,forward,Quadruped_214,1345
215,trot,straight,forward,Quadruped_215,1347
216,trot,straight,forward,Quadruped_216,1345
217,trot,straight,forward,Quadruped_217,1201
218,trot,straight,forward,Quadruped_218,1345
219,trot,straight,forward,Quadruped_219,1201
220,trot,straight,forward,Quadruped_220,1345
221,trot,straight,forward,Quadruped_221,1201
222,trot,straight,forward,Quadruped_222,1345
223,trot,straight,forward,Quadruped_223,1201
224,trot,straight,forward,Quadruped_224,1345
225,trot,straight,forward,Quadruped_225,1345
226,trot,straight,forward,Quadruped_226,1345
227,trot,straight,forward,Quadruped_227,1201
228,trot,straight,forward,Quadruped_228,1345
229,trot,straight,forward,Quadruped_229,1345
230,trot,straight,forward,Quadruped_230,1345
231,trot,straight,forward,Quadruped_231,1201
232,trot,straight,forward,Quadruped_232,1345
233,trot,straight,forward,Quadruped_233,1201
234,trot,straight,forward,Quadruped_234,1345
235,trot,straight,forward,Quadruped_235,1345
236,trot,straight,forward,Quadruped_236,1345
237,trot,straight,forward,Quadruped_237,1201
238,trot,straight,forward,Quadruped_238,1345
239,trot,straight,forward,Quadruped_239,1345
240,trot,straight,forward,Quadruped_240,1345
241,trot,straight,forward,Quadruped_241,1345
242,trot,straight,forward,Quadruped_242,1345
243,trot,straight,forward,Quadruped_243,1346
244,trot,straight,forward,Quadruped_244,1345
245,trot,straight,forward,Quadruped_245,1201
246,trot,straight,forward,Quadruped_246,1345
247,trot,straight,forward,Quadruped_247,1345
248,trot,straight,forward,Quadruped_248,1345
249,trot,straight,forward,Quadruped_249,1201
250,trot,straight,forward,Quadruped_250,1345
251,trot,straight,forward,Quadruped_251,1201
252,trot,straight,forward,Quadruped_252,1345
253,trot,straight,forward,Quadruped_253,1062
254,trot,straight,forward,Quadruped_254,1345
255,trot,straight,forward,Quadruped_255,1345
256,trot,straight,forward,Quadruped_256,1345
257,trot,straight,forward,Quadruped_257,1201
258,trot,straight,forward,Quadruped_258,1345
259,trot,straight,forward,Quadruped_259,1366
260,trot,straight,forward,Quadruped_260,1345
261,trot,straight,forward,Quadruped_261,1376
262,trot,straight,forward,Quadruped_262,1345
263,trot,straight,forward,Quadruped_263,1201
264,trot,straight,forward,Quadruped_264,1345
265,trot,straight,forward,Quadruped_265,1345
266,trot,straight,forward,Quadruped_266,1345
267,trot,straight,forward,Quadruped_267,1345
268,trot,straight,forward,Quadruped_268,1345
269,trot,straight,forward,Quadruped_269,1201
270,trot,straight,forward,Quadruped_270,1345
271,trot,straight,forward,Quadruped_271,1201
272,trot,straight,forward,Quadruped_272,1345
273,trot,straight,forward,Quadruped_273,1345
274,trot,straight,forward,Quadruped_274,1345
275,trot,straight,forward,Quadruped_275,1345
276,trot,straight,forward,Quadruped_276,1345
277,trot,straight,forward,Quadruped_277,1062
278,trot,straight,forward,Quadruped_278,1345
279,trot,straight,forward,Quadruped_279,1345
280,trot,straight,forward,Quadruped_280,1345
281,trot,straight,forward,Quadruped_281,1201
282,trot,straight,forward,Quadruped_282,1345
283,trot,straight,forward,Quadruped_283,1201
284,trot,straight,forward,Quadruped_284,1345
285,trot,straight,forward,Quadruped_285,1201
286,trot,straight,forward,Quadruped_286,1345
287,trot,straight,forward,Quadruped_287,1345
288,trot,straight,forward,Quadruped_288,1345
289,trot,straight,forward,Quadruped_289,1378
290,trot,straight,forward,Quadruped_290,1345
291,trot,straight,forward,Quadruped_291,1201
292,trot,straight,forward,Quadruped_292,1345
293,trot,straight,forward,Quadruped_293,1345
294,trot,straight,forward,Quadruped_294,1345
295,trot,straight,forward,Quadruped_295,1201
296,trot,straight,forward,Quadruped_296,1345
297,trot,straight,forward,Quadruped_297,1365
298,trot,straight,forward,Quadruped_298,1345
299,trot,straight,forward,Quadruped_299,1345
300,trot,straight,backward,Quadruped_300,1345
301,trot,straight,backward,Quadruped_301,1201
302,trot,straight,backward,Quadruped_302,1345
303,trot,straight,backward,Quadruped_303,1345
304,trot,straight,backward,Quadruped_304,1345
305,trot,straight,backward,Quadruped_305,1201
306,trot,straight,backward,Quadruped_306,1345
307,trot,straight,backward,Quadruped_307,1366
308,trot,straight,backward,Quadruped_308,1345
309,trot,straight,backward,Quadruped_309,1201
310,trot,straight,backward,Quadruped_310,1345
311,trot,straight,backward,Quadruped_311,1356
312,trot,straight,backward,Quadruped_312,1345
313,trot,straight,backward,Quadruped_313,1201
314,trot,straight,backward,Quadruped_314,1345
315,trot,straight,backward,Quadruped_315,1346
316,trot,straight,backward,Quadruped_316,1345
317,trot,straight,backward,Quadruped_317,1201
318,trot,straight,backward,Quadruped_318,1345
319,trot,straight,backward,Quadruped_319,1345
320,trot,straight,backward,Quadruped_320,1345
321,trot,straight,backward,Quadruped_321,1201
322,trot,straight,backward,Quadruped_322,1345
323,trot,straight,backward,Quadruped_323,1345
324,trot,straight,backward,Quadruped_324,1345
325,trot,straight,backward,Quadruped_325,1356
326,trot,straight,backward,Quadruped_326,1345
327,trot,straight,backward,Quadruped_327,1201
328,trot,straight,backward,Quadruped_328,1345
329,trot,straight,backward,Quadruped_329,1345
330,trot,straight,backward,Quadruped_330,1345
331,trot,straight,backward,Quadruped_331,1201
332,trot,straight,backward,Quadruped_332,1345
333,trot,straight,backward,Quadruped_333,1201
334,trot,straight,backward,Quadruped_334,1345
335,trot,straight,backward,Quadruped_335,1201
336,trot,straight,backward,Quadruped_336,1345
337,trot,straight,backward,Quadruped_337,1378
338,trot,straight,backward,Quadruped_338,1345
339,trot,straight,backward,Quadruped_339,1201
340,trot,straight,backward,Quadruped_340,1345
341,trot,straight,backward,Quadruped_341,1201
342,trot,straight,backward,Quadruped_342,1345
343,trot,straight,backward,Quadruped_343,1201
344,trot,straight,backward,Quadruped_344,1345
345,trot,straight,backward,Quadruped_345,1201
346,trot,straight,backward,Quadruped_346,1345
347,trot,straight,backward,Quadruped_347,1201
348,trot,straight,backward,Quadruped_348,1345
349,trot,straight,backward,Quadruped_349,1201
350,trot,straight,backward,Quadruped_350,1345
351,trot,straight,backward,Quadruped_351,1345
352,trot,straight,backward,Quadruped_352,1345
353,trot,straight,backward,Quadruped_353,1201
354,trot,straight,backward,Quadruped_354,1345
355,trot,straight,backward,Quadruped_355,1356
356,trot,straight,backward,Quadruped_356,1345
357,trot,straight,backward,Quadruped_357,1062
358,trot,straight,backward,Quadruped_358,1345
359,trot,straight,backward,Quadruped_359,1345
360,trot,straight,backward,Quadruped_360,1345
361,trot,straight,backward,Quadruped_361,1201
362,trot,straight,backward,Quadruped_362,1345
363,trot,straight,backward,Quadruped_363,1366
364,trot,straight,backward,Quadruped_364,1345
365,trot,straight,backward,Quadruped_365,1345
366,trot,straight,backward,Quadruped_366,1345
367,trot,straight,backward,Quadruped_367,1201
368,trot,straight,backward,Quadruped_368,1345
369,trot,straight,backward,Quadruped_369,1345
370,trot,straight,backward,Quadruped_370,1345
371,trot,straight,backward,Quadruped_371,1346
372,trot,straight,backward,Quadruped_372,1345
373,trot,straight,backward,Quadruped_373,1366
374,trot,straight,backward,Quadruped_374,1345
375,trot,straight,backward,Quadruped_375,1201
376,trot,straight,backward,Quadruped_376,1345
377,trot,straight,backward,Quadruped_377,1201
378,trot,straight,backward,Quadruped_378,1345
379,trot,straight,backward,Quadruped_379,1345
380,trot,straight,backward,Quadruped_380,1345
381,trot,straight,backward,Quadruped_381,1345
382,trot,straight,backward,Quadruped_382,1345
383,trot,straight,backward,Quadruped_383,1201
384,trot,straight,backward,Quadruped_384,1345
385,trot,straight,backward,Quadruped_385,1345
386,trot,straight,backward,Quadruped_386,1345
387,trot,straight,backward,Quadruped_387,1378
388,trot,straight,backward,Quadruped_388,1345
389,trot,straight,backward,Quadruped_389,1347
390,trot,straight,backward,Quadruped_390,1345
391,trot,straight,backward,Quadruped_391,1201
392,trot,straight,backward,Quadruped_392,1345
393,trot,straight,backward,Quadruped_393,1366
394,trot,straight,backward,Quadruped_394,1345
395,trot,straight,backward,Quadruped_395,1201
396,trot,straight,backward,Quadruped_396,1345
397,trot,straight,backward,Quadruped_397,1347
398,trot,straight,backward,Quadruped_398,1345
399,trot,straight,backward,Quadruped_399,1366
400,trot,straight,backward,Quadruped_400,1345
401,trot,straight,backward,Quadruped_401,1201
402,trot,straight,backward,Quadruped_402,1345
403,trot,straight,backward,Quadruped_403,1345
404,trot,straight,backward,Quadruped_404,1345
405,trot,straight,backward,Quadruped_405,1201
406,trot,straight,backward,Quadruped_406,1345
407,trot,straight,backward,Quadruped_407,1201
408,trot,straight,backward,Quadruped_408,1345
409,trot,straight,backward,Quadruped_409,1345
410,trot,straight,backward,Quadruped_410,1345
411,trot,straight,backward,Quadruped_411,1201
412,trot,straight,backward,Quadruped_412,1345
413,trot,straight,backward,Quadruped_413,1347
414,trot,straight,backward,Quadruped_414,1345
415,trot,straight,backward,Quadruped_415,1201
416,trot,straight,backward,Quadruped_416,1345
417,trot,straight,backward,Quadruped_417,1346
418,trot,straight,backward,Quadruped_418,1345
419,trot,straight,backward,Quadruped_419,1345
420,trot,straight,backward,Quadruped_420,1345
421,trot,straight,backward,Quadruped_421,1201
422,trot,straight,backward,Quadruped_422,1345
423,trot,straight,backward,Quadruped_423,1377
424,trot,straight,backward,Quadruped_424,1345
425,trot,straight,backward,Quadruped_425,1055
426,trot,straight,backward,Quadruped_426,1345
427,trot,straight,backward,Quadruped_427,1345
428,trot,straight,backward,Quadruped_428,1345
429,trot,straight,backward,Quadruped_429,1201
430,trot,straight,backward,Quadruped_430,1345
431,trot,straight,backward,Quadruped_431,1346
432,trot,straight,backward,Quadruped_432,1345
433,trot,straight,backward,Quadruped_433,1201
434,trot,straight,backward,Quadruped_434,1345
435,trot,straight,backward,Quadruped_435,1345
436,trot,straight,backward,Quadruped_436,1345
437,trot,straight,backward,Quadruped_437,1201
438,trot,straight,backward,Quadruped_438,1345
439,trot,straight,backward,Quadruped_439,1366
440,trot,straight,backward,Quadruped_440,1345
441,trot,straight,backward,Quadruped_441,1345
442,trot,straight,backward,Quadruped_442,1345
443,trot,straight,backward,Quadruped_443,1201
444,trot,straight,backward,Quadruped_444,1345
445,trot,straight,backward,Quadruped_445,1345
446,trot,straight,backward,Quadruped_446,1345
447,trot,straight,backward,Quadruped_447,1345
448,trot,straight,backward,Quadruped_448,1345
449,trot,straight,backward,Quadruped_449,1345
450,trot,straight,backward,Quadruped_450,1345
451,trot,straight,backward,Quadruped_451,1201
452,trot,straight,backward,Quadruped_452,1345
453,trot,straight,backward,Quadruped_453,1345
454,trot,straight,backward,Quadruped_454,1345
455,trot,straight,backward,Quadruped_455,1201
456,trot,straight,backward,Quadruped_456,1345
457,trot,straight,backward,Quadruped_457,1201
458,trot,straight,backward,Quadruped_458,1345
459,trot,straight,backward,Quadruped_459,1201
460,trot,straight,backward,Quadruped_460,1345
461,trot,straight,backward,Quadruped_461,1366
462,trot,straight,backward,Quadruped_462,1345
463,trot,straight,backward,Quadruped_463,1201
464,trot,straight,backward,Quadruped_464,1345
465,trot,straight,backward,Quadruped_465,1356
466,trot,straight,backward,Quadruped_466,1345
467,trot,straight,backward,Quadruped_467,1345
468,trot,straight,backward,Quadruped_468,1345
469,trot,straight,backward,Quadruped_469,1345
470,trot,straight,backward,Quadruped_470,1345
471,trot,straight,backward,Quadruped_471,1201
472,trot,straight,backward,Quadruped_472,1345
473,trot,straight,backward,Quadruped_473,1345
474,trot,straight,backward,Quadruped_474,1345
475,trot,straight,backward,Quadruped_475,1345
476,trot,straight,backward,Quadruped_476,1345
477,trot,straight,backward,Quadruped_477,1201
478,trot,straight,backward,Quadruped_478,1345
479,trot,straight,backward,Quadruped_479,1201
480,trot,straight,backward,Quadruped_480,1345
481,trot,straight,backward,Quadruped_481,1345
482,trot,straight,backward,Quadruped_482,1345
483,trot,straight,backward,Quadruped_483,1201
484,trot,straight,backward,Quadruped_484,1345
485,trot,straight,backward,Quadruped_485,1201
486,trot,straight,backward,Quadruped_486,1345
487,trot,straight,backward,Quadruped_487,1201
488,trot,straight,backward,Quadruped_488,1345
489,trot,straight,backward,Quadruped_489,1201
490,trot,straight,backward,Quadruped_490,1345
491,trot,straight,backward,Quadruped_491,1062
492,trot,straight,backward,Quadruped_492,1345
493,trot,straight,backward,Quadruped_493,1201
494,trot,straight,backward,Quadruped_494,1345
495,trot,straight,backward,Quadruped_495,1345
496,trot,straight,backward,Quadruped_496,1345
497,trot,straight,backward,Quadruped_497,1201
498,trot,straight,backward,Quadruped_498,1345
499,trot,straight,backward,Quadruped_499,1346
500,trot,straight,backward,Quadruped_500,1345
501,trot,straight,backward,Quadruped_501,1201
502,trot,straight,backward,Quadruped_502,1345
503,trot,straight,backward,Quadruped_503,1201
504,trot,straight,backward,Quadruped_504,1345
505,trot,straight,backward,Quadruped_505,1201
506,trot,straight,backward,Quadruped_506,1345
507,trot,straight,backward,Quadruped_507,1201
508,trot,straight,backward,Quadruped_508,1345
509,trot,straight,backward,Quadruped_509,1366
510,trot,straight,backward,Quadruped_510,1345
511,trot,straight,backward,Quadruped_511,1365
512,trot,straight,backward,Quadruped_512,1345
513,trot,straight,backward,Quadruped_513,1201
514,trot,straight,backward,Quadruped_514,1345
515,trot,straight,backward,Quadruped_515,1345
516,trot,straight,backward,Quadruped_516,1345
517,trot,straight,backward,Quadruped_517,1201
518,trot,straight,backward,Quadruped_518,1345
519,trot,straight,backward,Quadruped_519,1201
520,trot,straight,backward,Quadruped_520,1345
521,trot,straight,backward,Quadruped_521,1201
522,trot,straight,backward,Quadruped_522,1345
523,trot,straight,backward,Quadruped_523,1201
524,trot,straight,backward,Quadruped_524,1345
525,trot,straight,backward,Quadruped_525,1201
526,trot,straight,backward,Quadruped_526,1345
527,trot,straight,backward,Quadruped_527,1201
528,trot,straight,backward,Quadruped_528,1345
529,trot,straight,backward,Quadruped_529,1201
530,trot,straight,backward,Quadruped_530,1345
531,trot,straight,backward,Quadruped_531,1201
532,trot,straight,backward,Quadruped_532,1345
533,trot,straight,backward,Quadruped_533,1201
534,trot,straight,backward,Quadruped_534,1345
535,trot,straight,backward,Quadruped_535,1201
536,trot,straight,backward,Quadruped_536,1345
537,trot,straight,backward,Quadruped_537,1345
538,trot,straight,backward,Quadruped_538,1345
539,trot,straight,backward,Quadruped_539,1201
540,trot,straight,backward,Quadruped_540,1345
541,trot,straight,backward,Quadruped_541,1346
542,trot,straight,backward,Quadruped_542,1345
543,trot,straight,backward,Quadruped_543,1201
544,trot,straight,backward,Quadruped_544,1345
545,trot,straight,backward,Quadruped_545,1367
546,trot,straight,backward,Quadruped_546,1345
547,trot,straight,backward,Quadruped_547,1201
548,trot,straight,backward,Quadruped_548,1345
549,trot,straight,backward,Quadruped_549,1201
550,trot,straight,backward,Quadruped_550,1345
551,trot,straight,backward,Quadruped_551,1347
552,trot,straight,backward,Quadruped_552,1345
553,trot,straight,backward,Quadruped_553,1201
554,trot,straight,backward,Quadruped_554,1345
555,trot,straight,backward,Quadruped_555,1201
556,trot,straight,backward,Quadruped_556,1345
557,trot,straight,backward,Quadruped_557,1201
558,trot,straight,backward,Quadruped_558,1345
559,trot,straight,backward,Quadruped_559,1201
560,trot,straight,backward,Quadruped_560,1345
561,trot,straight,backward,Quadruped_561,1345
562,trot,straight,backward,Quadruped_562,1345
563,trot,straight,backward,Quadruped_563,1201
564,trot,straight,backward,Quadruped_564,1345
565,trot,straight,backward,Quadruped_565,1345
566,trot,straight,backward,Quadruped_566,1345
567,trot,straight,backward,Quadruped_567,1345
568,trot,straight,backward,Quadruped_568,1345
569,trot,straight,backward,Quadruped_569,1201
570,trot,straight,backward,Quadruped_570,1345
571,trot,straight,backward,Quadruped_571,1345
572,trot,straight,backward,Quadruped_572,1345
573,trot,straight,backward,Quadruped_573,1201
574,trot,straight,backward,Quadruped_574,1345
575,trot,straight,backward,Quadruped_575,1201
576,trot,straight,backward,Quadruped_576,1345
577,trot,straight,backward,Quadruped_577,1201
578,trot,straight,backward,Quadruped_578,1345
579,trot,straight,backward,Quadruped_579,1356
580,trot,straight,backward,Quadruped_580,1345
581,trot,straight,backward,Quadruped_581,1377
582,trot,straight,backward,Quadruped_582,1345
583,trot,straight,backward,Quadruped_583,1345
584,trot,straight,backward,Quadruped_584,1345
585,trot,straight,backward,Quadruped_585,1377
586,trot,straight,backward,Quadruped_586,1345
587,trot,straight,backward,Quadruped_587,1201
588,trot,straight,backward,Quadruped_588,1345
589,trot,straight,backward,Quadruped_589,1377
590,trot,straight,backward,Quadruped_590,1345
591,trot,straight,backward,Quadruped_591,1345
592,trot,straight,backward,Quadruped_592,1345
593,trot,straight,backward,Quadruped_593,1201
594,trot,straight,backward,Quadruped_594,1345
595,trot,straight,backward,Quadruped_595,1345
596,trot,straight,backward,Quadruped_596,1345
597,trot,straight,backward,Quadruped_597,1201
598,trot,straight,backward,Quadruped_598,1345
599,trot,straight,backward,Quadruped_599,1201
600,trot,straight,left,Quadruped_600,1354
601,trot,straight,left,Quadruped_601,1063
602,trot,straight,left,Quadruped_602,1345
603,trot,straight,left,Quadruped_603,1201
604,trot,straight,left,Quadruped_604,1345
605,trot,straight,left,Quadruped_605,1201
606,trot,straight,left,Quadruped_606,1345
607,trot,straight,left,Quadruped_607,1376
608,trot,straight,left,Quadruped_608,1345
609,trot,straight,left,Quadruped_609,1201
610,trot,straight,left,Quadruped_610,1345
611,trot,straight,left,Quadruped_611,1201
612,trot,straight,left,Quadruped_612,1345
613,trot,straight,left,Quadruped_613,1201
614,trot,straight,left,Quadruped_614,1345
615,trot,straight,left,Quadruped_615,1345
616,trot,straight,left,Quadruped_616,1345
617,trot,straight,left,Quadruped_617,1345
618,trot,straight,left,Quadruped_618,1345
619,trot,straight,left,Quadruped_619,1201
620,trot,straight,left,Quadruped_620,1345
621,trot,straight,left,Quadruped_621,1201
622,trot,straight,left,Quadruped_622,1345
623,trot,straight,left,Quadruped_623,1345
624,trot,straight,left,Quadruped_624,1345
625,trot,straight,left,Quadruped_625,1201
626,trot,straight,left,Quadruped_626,1345
627,trot,straight,left,Quadruped_627,1345
628,trot,straight,left,Quadruped_628,1345
629,trot,straight,left,Quadruped_629,1201
630,trot,straight,left,Quadruped_630,1345
631,trot,straight,left,Quadruped_631,1345
632,trot,straight,left,Quadruped_632,1345
633,trot,straight,left,Quadruped_633,1201
634,trot,straight,left,Quadruped_634,1345
635,trot,straight,left,Quadruped_635,1345
